Response_ID,Customer_Name,Age,Country,Overall_Satisfaction,Recommendation_Score,Music_Variety,Podcast_Availability,Pricing,App_Performance,Device_Used,Usage_Frequency,Wants_Customization,Additional_Feedback
4422,Barry Wagner,50,Vietnam,3,4,3,2,Fair,3,Mobile,Weekly,Yes,
4423,Adam Vazquez,32,Botswana,5,4,4,5,Too Expensive,1,Smart Speaker,Weekly,No,Political thing bad professor.
4424,Mr. Christopher Owens,32,Nauru,4,3,4,1,Too Expensive,5,Mobile,Daily,Yes,Account listen seat.
4425,Matthew Escobar,39,Faroe Islands,5,2,5,4,Fair,1,Mobile,Weekly,Yes,
4426,Grant Burke,53,Germany,4,1,5,5,Fair,1,Mobile,Weekly,No,Number because hand according as feeling bar couple.
4427,Laura Taylor,49,North Macedonia,5,1,1,3,Fair,4,Mobile,Daily,Yes,First week grow exactly course place.
4428,Kayla Bernard,44,Montserrat,5,5,5,1,Fair,3,Other,Monthly,Yes,
4429,Joseph Fisher,50,Pakistan,4,9,1,4,Fair,5,Mobile,Weekly,No,
4430,Rodney Taylor,29,Belize,5,9,3,2,Fair,3,Mobile,Daily,No,
4431,Troy Vargas,32,Marshall Islands,4,10,4,1,Fair,4,Desktop,Daily,Yes,
4432,Roberta Hunter,39,Lebanon,2,9,2,4,Fair,2,Mobile,Daily,Yes,
4433,Mr. Steven Le,18,Myanmar,1,6,3,2,Fair,1,Mobile,Daily,No,
4434,Kevin Fitzpatrick,34,Indonesia,5,4,3,5,Fair,1,Mobile,Weekly,Yes,Fill get recognize why truth.
4435,Stacey James,50,Sweden,5,6,4,1,Fair,1,Mobile,Daily,No,Sing standard usually course officer own high.
4436,Peggy Dyer,26,Cape Verde,3,2,3,4,Fair,3,Mobile,Weekly,No,
4437,Felicia Garcia,20,Czech Republic,4,9,4,1,Cheap,1,Mobile,Weekly,Yes,
4438,Victoria Hardy,44,Canada,4,0,2,3,Fair,5,Mobile,Weekly,No,Now impact understand democratic direction.
4439,Robert Meyer,23,Argentina,4,4,3,4,Fair,1,Smart Speaker,Weekly,No,
4440,Thomas Chen,33,Tuvalu,1,3,1,3,Too Expensive,2,Mobile,Weekly,No,Ever technology certainly check yeah rather.
4441,Julia Padilla,35,Saint Helena,3,10,3,3,Fair,4,Desktop,Daily,No,
4442,Brandi Cruz,27,Anguilla,1,4,4,5,Fair,2,Mobile,Daily,Yes,Conference building issue me.
4443,Karen Bailey,43,Palestinian Territory,4,1,2,4,Too Expensive,4,Mobile,Daily,No,
4444,Andrea Weaver,18,Seychelles,1,3,4,4,Fair,2,Mobile,Daily,No,Story green space during price film top.
4445,Amy Morales,42,Iran,1,9,3,5,Fair,4,Mobile,Daily,Yes,Beautiful here by deal rock particularly many.
4446,Nancy Morris,47,Somalia,3,4,4,3,Fair,5,Mobile,Daily,No,
4447,Brandon Kim,49,Saint Martin,1,5,2,2,Fair,1,Mobile,Daily,No,
4448,Tracy Bentley,55,Korea,3,5,4,3,Fair,3,Mobile,Daily,Yes,
4449,Christopher Reyes,24,Congo,5,8,1,1,Fair,1,Mobile,Daily,No,
4450,Mr. Raymond Rivera,48,Malawi,1,4,1,5,Cheap,5,Smart Speaker,Daily,No,
4451,April Brown,53,Vanuatu,5,5,5,5,Fair,3,Mobile,Daily,Yes,
4452,Renee Johnson,39,Mayotte,2,5,3,5,Too Expensive,1,Mobile,Daily,No,
4453,Lisa Jones,31,Greenland,3,8,3,3,Fair,4,Mobile,Daily,Yes,
4454,Joshua Shaw,39,United States Minor Outlying Islands,5,6,3,3,Fair,4,Mobile,Daily,Yes,
4455,Jeff French,27,Switzerland,3,5,4,1,Fair,1,Mobile,Daily,No,
4456,Erica Bailey,59,Lesotho,4,3,2,3,Too Expensive,1,Smart Speaker,Monthly,Yes,
4457,James Henson,23,Heard Island and McDonald Islands,2,0,1,4,Fair,5,Desktop,Weekly,No,
4458,Michael Li,23,Niger,1,4,3,5,Fair,5,Desktop,Daily,No,
4459,Cheryl Carter,31,Saint Kitts and Nevis,5,5,4,3,Fair,1,Smart Speaker,Daily,Yes,
4460,Marcus Smith,58,Svalbard & Jan Mayen Islands,1,6,2,2,Fair,3,Other,Weekly,Yes,
4461,Mary King,26,Uzbekistan,4,6,2,3,Fair,3,Mobile,Daily,No,Need local especially somebody be even rule.
4462,David Miller,54,Saint Barthelemy,1,6,2,3,Too Expensive,4,Mobile,Daily,Yes,
4463,Harold Lawson,29,Honduras,2,5,4,1,Too Expensive,1,Mobile,Daily,Yes,Ago free cover two today answer.
4464,Melinda Wells,38,American Samoa,2,3,1,4,Cheap,3,Mobile,Daily,Yes,
4465,Brendan Wright,45,Maldives,5,7,3,2,Fair,1,Desktop,Weekly,Yes,
4466,Sarah Webb,44,Denmark,4,10,4,3,Fair,3,Mobile,Daily,No,Author so room feeling.
4467,Kelsey Hernandez,45,Kazakhstan,2,5,3,5,Too Expensive,1,Mobile,Daily,Yes,Toward cover expect just now front boy game.
4468,Karen Walter,35,Kenya,2,1,1,4,Fair,3,Desktop,Daily,Yes,
4469,Thomas Williams,46,Tajikistan,2,3,2,4,Fair,4,Mobile,Daily,No,
4470,Daniel Robinson,19,Tokelau,2,0,1,1,Too Expensive,2,Desktop,Daily,No,If head conference fill.
4471,Jerome Martin,33,Guinea,3,5,5,1,Fair,2,Mobile,Daily,Yes,
4472,Christopher Payne,39,Maldives,3,0,1,2,Fair,5,Mobile,Daily,Yes,Who trouble least thought end nation arm.
4473,Jeremy Walker,53,Liechtenstein,4,8,4,2,Fair,3,Mobile,Daily,No,
4474,Matthew Brown,57,Algeria,4,3,2,2,Fair,5,Mobile,Daily,No,
4475,Penny Reed MD,44,Belarus,2,8,2,5,Fair,2,Mobile,Daily,Yes,
4476,Jose Alvarez,21,Ecuador,5,3,5,1,Too Expensive,1,Mobile,Daily,Yes,
4477,Kimberly Lewis,59,Timor-Leste,1,8,1,2,Too Expensive,1,Mobile,Daily,Yes,
4478,Deanna Ball,42,Guam,4,6,3,1,Too Expensive,1,Mobile,Weekly,Yes,Late recognize site already risk during.
4479,Morgan Jenkins,37,French Southern Territories,3,9,5,5,Fair,1,Desktop,Weekly,No,
4480,Isaac Davis,56,Cuba,1,10,2,1,Fair,2,Mobile,Weekly,Yes,
4481,Samantha Sandoval,29,Madagascar,1,6,5,5,Fair,1,Desktop,Weekly,Yes,Appear often rest almost trip six maintain.
4482,Peter Rogers,32,Tanzania,4,4,1,4,Cheap,2,Desktop,Daily,Yes,
4483,Brittney Reilly,25,Guinea-Bissau,4,9,2,1,Too Expensive,1,Mobile,Weekly,No,
4484,Raymond Brown,42,Uruguay,3,5,4,1,Too Expensive,5,Mobile,Weekly,No,
4485,Nichole Sullivan,37,Bahamas,1,3,5,3,Fair,2,Mobile,Rarely,No,
4486,Melissa Hutchinson,22,Saint Kitts and Nevis,2,6,2,2,Too Expensive,1,Smart Speaker,Weekly,No,
4487,Eric Ray,48,Vanuatu,4,5,4,3,Cheap,4,Mobile,Daily,No,Medical building support especially participant news.
4488,Aaron Aguilar,52,Sudan,4,10,2,3,Fair,3,Mobile,Weekly,Yes,
4489,Karen Blake,47,Sri Lanka,4,4,5,3,Fair,4,Mobile,Daily,No,Month firm out.
4490,Leslie English,18,Congo,5,6,3,4,Fair,1,Mobile,Daily,Yes,
4491,Jennifer Gardner,42,Algeria,5,1,3,2,Too Expensive,4,Mobile,Daily,Yes,
4492,Kirk Ward,31,Netherlands Antilles,4,0,3,1,Fair,2,Desktop,Daily,No,
4493,Joseph Vaughn,22,Puerto Rico,1,10,2,5,Fair,5,Mobile,Daily,Yes,Unit church property down experience he.
4494,Sydney Holland,30,Guam,5,10,2,5,Cheap,4,Mobile,Daily,No,
4495,Christopher Cobb,31,Monaco,2,10,1,5,Fair,4,Mobile,Daily,Yes,Second attention my interesting certainly nearly.
4496,Cheryl Mccoy,32,Kazakhstan,4,7,3,5,Fair,4,Mobile,Daily,No,
4497,Brian Murray,18,Nicaragua,3,9,5,4,Fair,4,Mobile,Weekly,Yes,
4498,Jose Molina,45,Antarctica (the territory South of 60 deg S),3,9,3,3,Fair,1,Desktop,Daily,Yes,
4499,Joel Hall,52,Slovakia (Slovak Republic),5,10,3,4,Fair,2,Mobile,Weekly,Yes,
4500,Patricia Jenkins,51,Algeria,5,0,2,5,Fair,2,Desktop,Daily,No,
4501,Monica Hanson,20,Kyrgyz Republic,2,4,3,3,Fair,1,Mobile,Daily,Yes,Recent glass agent record human involve control bad.
4502,Jennifer Elliott,23,Australia,3,9,4,1,Too Expensive,3,Mobile,Daily,Yes,
4503,Megan Greene,35,Niue,1,9,1,4,Cheap,3,Smart Speaker,Daily,Yes,
4504,Jack Newman,35,Tonga,4,1,2,3,Fair,5,Mobile,Daily,Yes,
4505,David Bradley,52,Solomon Islands,1,4,3,5,Fair,5,Mobile,Daily,Yes,Dream experience box such budget stock.
4506,Wayne Smith,54,Panama,2,7,5,2,Too Expensive,5,Mobile,Daily,Yes,
4507,Adam Rhodes,49,Solomon Islands,1,9,5,2,Fair,5,Mobile,Daily,Yes,
4508,Heather Hodges,44,Israel,5,1,5,3,Fair,4,Mobile,Daily,No,
4509,Amanda Singleton,32,Nauru,5,10,1,2,Too Expensive,1,Mobile,Daily,No,
4510,Jennifer Thompson,50,Yemen,2,3,3,1,Fair,2,Mobile,Daily,No,
4511,David Robinson,24,Cape Verde,4,6,5,5,Fair,4,Mobile,Weekly,No,Onto one president place level.
4512,Amber Dyer,50,Martinique,2,8,3,2,Fair,5,Mobile,Daily,Yes,
4513,Justin Francis,28,Liberia,1,4,1,5,Fair,5,Mobile,Daily,Yes,
4514,Linda Callahan,34,Isle of Man,1,0,1,3,Fair,1,Mobile,Daily,No,
4515,James Chavez,45,Hungary,4,4,2,5,Fair,2,Mobile,Daily,Yes,
4516,Kayla Jones,35,Cuba,2,7,3,1,Too Expensive,1,Mobile,Daily,Yes,
4517,Curtis Lara,25,Belgium,5,10,3,2,Fair,5,Mobile,Daily,No,Story marriage save go poor cup purpose.
4518,Jenna Smith,31,Japan,4,7,4,5,Too Expensive,2,Desktop,Weekly,Yes,
4519,Melanie Park,36,Norway,1,2,5,3,Too Expensive,1,Mobile,Weekly,Yes,Yes evening talk catch use our how.
4520,Jessica Friedman,39,El Salvador,4,10,5,1,Fair,5,Mobile,Daily,No,
4521,Kathy Cook,36,China,1,0,1,5,Too Expensive,2,Desktop,Weekly,No,
4522,Vanessa Hogan,28,Slovakia (Slovak Republic),2,2,3,3,Fair,2,Mobile,Weekly,Yes,
4523,Joseph May,38,Israel,4,3,2,1,Fair,4,Mobile,Daily,Yes,Whole kid ever phone kind develop.
4524,Deborah Taylor,52,Algeria,3,3,5,4,Fair,4,Mobile,Rarely,No,
4525,Jenna Burgess,57,French Southern Territories,1,9,3,4,Fair,4,Mobile,Daily,Yes,Level Republican statement during design.
4526,Ana Valentine,56,Hong Kong,5,1,2,1,Too Expensive,2,Smart Speaker,Daily,No,Player fire close police into south city rather.
4527,Jeremy Parker,32,France,2,5,3,3,Fair,2,Mobile,Rarely,Yes,
4528,Karen Delacruz,40,French Guiana,3,6,5,2,Too Expensive,1,Mobile,Daily,No,
4529,Brandon Rios,19,Hong Kong,1,3,2,1,Too Expensive,5,Mobile,Daily,Yes,
4530,George Martinez,25,Namibia,3,5,3,1,Fair,5,Mobile,Daily,No,State PM happy argue spend pressure issue.
4531,James Jackson,32,Mongolia,4,8,4,2,Cheap,2,Mobile,Daily,Yes,When think think Democrat.
4532,John Obrien,57,Iceland,2,7,4,2,Fair,5,Desktop,Daily,Yes,
4533,Christine Smith,58,Brazil,5,4,4,3,Too Expensive,4,Desktop,Daily,Yes,Letter western hotel may political according.
4534,Heather Martinez,57,British Virgin Islands,1,3,2,1,Cheap,1,Mobile,Weekly,No,Industry she control democratic still however act.
4535,Dawn Kim,30,Gibraltar,4,2,4,2,Too Expensive,5,Mobile,Daily,No,
4536,Anthony Mitchell,50,Bahamas,3,5,2,2,Too Expensive,3,Mobile,Daily,Yes,Black read including action same compare program seek.
4537,Charles Peterson,36,Sudan,4,8,4,3,Fair,5,Desktop,Daily,Yes,
4538,Shawn Macdonald,53,Spain,1,3,2,1,Fair,5,Mobile,Weekly,No,Office worker thousand bad.
4539,Luis Walker,40,Taiwan,4,4,3,5,Fair,1,Mobile,Daily,No,
4540,Juan Ellis,58,Ireland,2,10,3,4,Fair,4,Desktop,Daily,Yes,Money thank answer letter degree some.
4541,David Mills,40,Norfolk Island,2,3,3,4,Fair,5,Mobile,Daily,Yes,
4542,Mark Jackson,38,Martinique,3,4,1,5,Fair,3,Desktop,Daily,Yes,Try town cover similar return drug physical.
4543,Michael Blankenship,54,Kiribati,2,2,4,4,Too Expensive,4,Mobile,Daily,Yes,Administration else nothing police nothing take morning.
4544,Robert Gonzalez,31,Australia,1,5,4,5,Cheap,3,Smart Speaker,Daily,Yes,
4545,Ryan Smith,23,Spain,1,8,2,5,Cheap,1,Mobile,Weekly,No,
4546,Jeanette Mcdaniel,35,Monaco,3,10,5,3,Fair,1,Mobile,Daily,Yes,
4547,Stephanie Stafford,28,Saint Vincent and the Grenadines,5,6,2,3,Fair,3,Smart Speaker,Daily,No,
4548,Michelle Ballard,25,Guinea-Bissau,3,6,5,1,Fair,2,Mobile,Daily,Yes,Against mention place threat.
4549,Henry Moody,37,Mayotte,4,2,3,4,Too Expensive,5,Desktop,Daily,Yes,
4550,Amanda Cole,34,Tuvalu,5,8,5,5,Fair,1,Mobile,Weekly,Yes,
4551,Amanda Hill,34,Ethiopia,3,2,4,3,Too Expensive,4,Desktop,Daily,No,
4552,Beth Taylor,40,Andorra,4,3,5,5,Fair,3,Mobile,Rarely,No,
4553,Edward Turner,47,Mauritania,1,9,5,3,Fair,4,Desktop,Daily,No,
4554,Mrs. Gabrielle Knight,43,Serbia,5,4,4,5,Fair,5,Mobile,Monthly,Yes,Choose experience test bring put almost.
4555,Mr. Sergio Werner,57,Italy,5,10,1,2,Fair,4,Desktop,Daily,No,
4556,Gloria Hernandez,51,Kazakhstan,3,9,3,2,Fair,2,Mobile,Daily,No,Even special bank break.
4557,James Montoya,58,Denmark,2,6,4,1,Fair,3,Mobile,Daily,No,
4558,Abigail Long,28,Swaziland,2,2,2,4,Fair,2,Mobile,Daily,Yes,Small note probably drug teacher simple.
4559,Rodney Davis,26,Cyprus,4,3,5,2,Fair,1,Other,Daily,Yes,List five score read wind.
4560,Matthew Burke,51,Albania,2,0,4,2,Fair,4,Mobile,Daily,No,Success attorney bar wish head.
4561,Roger Cook,48,French Guiana,5,10,5,1,Too Expensive,3,Mobile,Daily,Yes,
4562,Rose Riley,21,Russian Federation,5,5,3,5,Fair,4,Mobile,Daily,No,Professional life list above.
4563,Walter Morgan,57,Bahamas,1,0,2,1,Fair,5,Other,Daily,No,
4564,Kenneth Watson,39,Namibia,5,1,4,2,Too Expensive,4,Smart Speaker,Daily,Yes,
4565,Shelley Mitchell,20,Zimbabwe,5,8,4,3,Fair,3,Mobile,Daily,No,
4566,Shannon Garner,18,Syrian Arab Republic,1,7,4,5,Too Expensive,4,Desktop,Weekly,Yes,
4567,Autumn Johnson,30,Guadeloupe,4,6,3,5,Cheap,3,Mobile,Weekly,No,
4568,Oscar Lam,42,Panama,2,6,4,3,Cheap,5,Mobile,Weekly,No,
4569,Karen Schmidt,18,Guernsey,3,8,5,2,Cheap,5,Mobile,Daily,Yes,
4570,Kristen Moore,40,Martinique,2,5,3,1,Fair,2,Mobile,Daily,Yes,Why no describe.
4571,Ronald Dominguez,48,Burundi,3,7,2,1,Fair,3,Mobile,Rarely,Yes,Impact first take lot into.
4572,Zachary Russell,50,Bhutan,2,3,1,1,Too Expensive,3,Desktop,Daily,Yes,
4573,Kelsey Wheeler,30,Kiribati,5,3,3,1,Too Expensive,2,Other,Daily,Yes,
4574,Zachary Martinez,26,Samoa,4,10,4,3,Fair,2,Mobile,Daily,No,
4575,Samantha Martinez,52,Botswana,1,10,5,3,Fair,3,Desktop,Daily,Yes,School if fear put career.
4576,Hannah Tanner,31,Vietnam,4,9,5,5,Fair,1,Mobile,Daily,No,Writer recent stay summer.
4577,Jeffrey Jackson,27,Macao,3,10,4,4,Fair,1,Mobile,Daily,No,
4578,Donna Aguirre,43,Paraguay,5,7,4,5,Fair,1,Mobile,Daily,Yes,
4579,Harry Noble,38,Greenland,1,6,5,5,Fair,5,Mobile,Daily,Yes,
4580,Danielle Hernandez,30,Central African Republic,3,4,5,4,Fair,1,Mobile,Monthly,No,Voice for action hit raise both enjoy art.
4581,Sarah Delgado,18,Lithuania,4,2,3,4,Too Expensive,2,Mobile,Weekly,No,
4582,Omar Holloway,26,Mali,4,9,5,2,Too Expensive,1,Mobile,Daily,No,
4583,Linda Burke,27,French Polynesia,3,4,3,4,Fair,3,Mobile,Daily,No,Thought some up big degree news quickly seem.
4584,Kathy Anderson,37,Ghana,3,0,4,2,Too Expensive,1,Desktop,Rarely,No,
4585,Amanda Lin,44,Madagascar,2,5,5,4,Fair,4,Mobile,Daily,No,
4586,Brian Marks,57,Falkland Islands (Malvinas),5,2,1,1,Cheap,3,Desktop,Daily,No,
4587,Michelle Weeks,28,Palau,3,1,5,3,Fair,5,Mobile,Daily,Yes,
4588,Matthew Watson,26,Uruguay,4,0,5,4,Fair,4,Mobile,Daily,No,Catch story talk real.
4589,Austin Robertson,47,Heard Island and McDonald Islands,2,7,5,2,Too Expensive,1,Mobile,Daily,No,
4590,Erica Gillespie,38,Peru,2,5,1,1,Fair,3,Desktop,Daily,No,
4591,James Brooks,41,Kazakhstan,5,7,2,4,Too Expensive,1,Mobile,Daily,Yes,Young also action yeah baby.
4592,Jennifer Carter,27,Aruba,3,0,2,2,Fair,3,Mobile,Daily,Yes,
4593,Amanda Wagner,42,Timor-Leste,4,10,1,4,Fair,3,Mobile,Weekly,Yes,
4594,Sharon Hurst,47,Burundi,4,2,5,4,Cheap,5,Desktop,Daily,Yes,
4595,Sherri Gonzales,49,Russian Federation,5,4,1,3,Fair,1,Mobile,Daily,Yes,Light without walk image reach.
4596,Timothy Blake,25,Zimbabwe,1,7,4,5,Fair,1,Mobile,Daily,No,
4597,Mary Scott,57,Mongolia,1,2,2,5,Too Expensive,4,Mobile,Daily,Yes,
4598,Kelly Smith,57,British Virgin Islands,5,6,2,5,Too Expensive,1,Mobile,Weekly,Yes,Agent picture your may third.
4599,Katherine Turner,48,Lesotho,4,6,3,3,Fair,1,Other,Daily,Yes,Expert though class.
4600,William Roberts,52,Togo,4,8,4,2,Fair,2,Smart Speaker,Daily,No,
4601,Pam Wiggins,46,Botswana,2,2,4,5,Too Expensive,5,Mobile,Daily,No,
4602,Shawna Klein,58,Tunisia,3,1,3,4,Fair,2,Mobile,Daily,Yes,
4603,Lindsey Cross,36,Cambodia,1,7,2,3,Fair,3,Mobile,Daily,Yes,
4604,Christopher Pierce,49,Oman,1,8,1,3,Fair,3,Desktop,Rarely,Yes,
4605,Joseph Smith,26,Ecuador,1,5,1,3,Fair,1,Mobile,Daily,Yes,
4606,Mary Lopez,27,France,1,10,1,1,Fair,4,Mobile,Weekly,Yes,White conference affect.
4607,Robert Wilkinson,30,Taiwan,3,3,5,5,Too Expensive,3,Mobile,Daily,No,
4608,Brian Jones,33,Brazil,4,10,3,4,Fair,2,Mobile,Daily,No,Always exactly laugh billion address family.
4609,Kristen George,39,Yemen,3,0,4,5,Too Expensive,5,Other,Weekly,No,
4610,Abigail Watkins,58,Mauritania,4,6,3,3,Fair,3,Desktop,Monthly,Yes,
4611,Charles King,34,Botswana,5,0,4,2,Too Expensive,3,Mobile,Daily,Yes,
4612,David Cox,47,Maldives,2,8,1,5,Fair,5,Smart Speaker,Daily,Yes,
4613,Kelly Smith,56,Jordan,4,7,1,3,Fair,5,Mobile,Daily,Yes,
4614,Monica Boyer,31,South Africa,2,3,4,1,Fair,5,Other,Daily,No,Long team Democrat certainly himself employee whether.
4615,Amber Mccall,52,Turkmenistan,1,8,4,3,Fair,1,Mobile,Daily,No,
4616,Nicole Young,47,Venezuela,4,10,4,3,Fair,5,Desktop,Weekly,Yes,
4617,Janet Carroll,25,Morocco,1,1,5,3,Fair,3,Mobile,Weekly,No,
4618,Sherry Lindsey,56,Palau,2,3,2,5,Too Expensive,4,Desktop,Daily,No,
4619,Gerald Miller,46,Uruguay,2,3,2,2,Fair,5,Mobile,Daily,No,
4620,Heather Taylor,51,Andorra,5,6,3,3,Too Expensive,3,Desktop,Weekly,Yes,Different box reason miss everybody land.
4621,Geoffrey Sanchez,41,Spain,3,7,1,1,Fair,4,Desktop,Daily,No,Go question sound mean sound.
4622,Amanda Jordan,44,Western Sahara,5,7,4,3,Too Expensive,2,Desktop,Daily,Yes,Soon cause throw.
4623,Kevin Gonzalez,47,Norway,4,8,5,5,Cheap,1,Mobile,Weekly,Yes,
4624,Jennifer Hampton,24,Moldova,3,9,4,3,Too Expensive,4,Mobile,Weekly,Yes,
4625,Caleb Lambert,34,Svalbard & Jan Mayen Islands,4,10,5,3,Cheap,2,Desktop,Weekly,No,
4626,Jason Williams,51,British Virgin Islands,3,4,1,1,Fair,1,Mobile,Daily,Yes,
4627,Michael Miranda,49,Bouvet Island (Bouvetoya),4,0,2,3,Too Expensive,2,Mobile,Weekly,Yes,
4628,Janet Jackson,45,Saint Vincent and the Grenadines,2,8,4,1,Fair,5,Mobile,Rarely,Yes,
4629,Jennifer Williams,47,Brunei Darussalam,4,1,5,2,Fair,2,Mobile,Weekly,Yes,Beat place sound might character.
4630,Kristen Pope,34,Russian Federation,3,0,1,1,Too Expensive,5,Mobile,Daily,Yes,
4631,Sarah Rice,43,Zambia,2,7,1,3,Too Expensive,2,Mobile,Daily,Yes,People standard security several some decide surface.
4632,Ryan Ingram,48,Guam,4,10,3,2,Cheap,1,Desktop,Daily,Yes,
4633,Joshua Brown,46,Grenada,4,4,2,3,Too Expensive,3,Mobile,Rarely,Yes,
4634,Michael Coffey,59,Burkina Faso,2,6,4,5,Fair,4,Mobile,Weekly,No,Agree store none.
4635,Sabrina Carrillo,36,Cuba,4,6,2,1,Fair,4,Mobile,Daily,Yes,
4636,Kathy Shields,47,Timor-Leste,2,3,2,5,Too Expensive,1,Mobile,Weekly,No,
4637,Nancy Anderson,47,Mexico,5,8,4,2,Fair,1,Mobile,Daily,Yes,
4638,Peter Stone,52,Puerto Rico,3,1,5,4,Too Expensive,2,Mobile,Daily,No,
4639,Brittany Mason,48,Jamaica,4,10,3,4,Cheap,3,Mobile,Weekly,Yes,Hair create sure sound condition.
4640,Alex Rodriguez II,48,United States of America,3,9,4,4,Cheap,4,Mobile,Daily,Yes,Body democratic realize expect none social wait.
4641,April Rios,19,Angola,5,6,1,5,Cheap,2,Mobile,Daily,Yes,
4642,Cory Armstrong,36,Iraq,5,1,3,2,Cheap,4,Desktop,Monthly,No,Building school will standard.
4643,Laurie Wood,46,Dominican Republic,2,1,4,5,Fair,1,Desktop,Weekly,Yes,Them surface country health population guy subject.
4644,Jeff Dixon,30,Saint Lucia,1,2,1,2,Too Expensive,3,Desktop,Daily,No,
4645,Jake Allison,51,Russian Federation,5,3,4,1,Fair,5,Mobile,Daily,No,
4646,Stephanie Kennedy,22,New Zealand,4,5,2,1,Cheap,1,Desktop,Daily,Yes,
4647,James Bullock,33,Egypt,5,10,3,2,Fair,3,Mobile,Weekly,No,
4648,Trevor Jackson,59,Niue,3,8,1,2,Fair,4,Desktop,Daily,Yes,
4649,Sandra Barnes,51,Sudan,5,9,3,2,Fair,4,Desktop,Daily,Yes,
4650,Casey Alexander,24,Fiji,1,6,3,1,Too Expensive,4,Desktop,Daily,Yes,Reflect particular billion whose time.
4651,Renee Lopez,23,Honduras,4,2,5,2,Fair,2,Mobile,Daily,Yes,
4652,Carlos Morris,42,Guadeloupe,3,3,4,4,Fair,1,Mobile,Daily,No,Continue morning radio need what.
4653,Marc Casey,47,Liechtenstein,5,0,2,2,Fair,3,Mobile,Daily,Yes,
4654,Nicole Stephens,32,Myanmar,3,9,2,3,Fair,4,Desktop,Daily,Yes,
4655,Jason Kramer,25,Andorra,3,3,2,3,Fair,5,Other,Daily,Yes,
4656,Jeffery Stephenson,50,French Southern Territories,1,8,5,5,Fair,4,Smart Speaker,Daily,No,
4657,Stephanie Guerra,43,Saint Lucia,3,2,4,2,Fair,1,Smart Speaker,Weekly,No,Benefit huge heavy bag.
4658,Sarah Burke,21,Cambodia,2,1,2,5,Too Expensive,5,Desktop,Daily,Yes,
4659,Benjamin Kennedy,23,Peru,2,8,2,2,Too Expensive,2,Mobile,Daily,Yes,
4660,Shannon Olson,33,Suriname,2,5,2,2,Too Expensive,1,Other,Daily,No,
4661,David Vasquez,52,Mongolia,4,2,3,4,Fair,4,Desktop,Rarely,Yes,Than nor miss.
4662,Timothy Walker,54,Nauru,3,4,5,4,Too Expensive,5,Desktop,Daily,Yes,
4663,Kristin Brown,46,Japan,5,1,5,3,Cheap,5,Other,Daily,Yes,Another address law power grow expect science.
4664,Jesus Villanueva,24,Afghanistan,4,7,1,2,Fair,2,Mobile,Daily,Yes,
4665,Shannon Rogers,37,Chad,1,3,5,5,Fair,2,Mobile,Weekly,No,
4666,Bobby House,26,Korea,2,4,5,1,Fair,1,Desktop,Rarely,Yes,Reflect assume quickly now cost increase talk.
4667,Eric Rojas,47,Jersey,3,9,5,4,Cheap,2,Mobile,Daily,No,Kid technology subject body either church.
4668,Alexa Smith,49,Mali,2,8,3,1,Cheap,3,Mobile,Monthly,No,
4669,Michael Prince,31,Romania,2,9,5,5,Too Expensive,2,Mobile,Weekly,Yes,Yard respond fall.
4670,Terri Stevens,23,Indonesia,2,2,5,1,Fair,5,Desktop,Weekly,No,Group score director treatment evidence decide network.
4671,Juan Li,40,Chile,1,8,2,3,Too Expensive,5,Mobile,Daily,No,
4672,Lance Graham,26,Colombia,3,6,1,4,Cheap,3,Mobile,Daily,No,
4673,Samantha Green,42,South Georgia and the South Sandwich Islands,4,0,3,1,Too Expensive,4,Mobile,Daily,Yes,Remain exactly wrong television piece plan.
4674,Joanne Larsen,42,United States of America,1,1,1,4,Fair,4,Mobile,Daily,Yes,
4675,Mckenzie Scott,24,Germany,5,0,3,5,Fair,2,Mobile,Rarely,Yes,
4676,John Perez,43,Serbia,1,0,4,3,Too Expensive,3,Mobile,Daily,Yes,
4677,Adam Powell,34,Togo,2,3,3,4,Too Expensive,5,Desktop,Monthly,Yes,
4678,Karen Rivera,50,Syrian Arab Republic,3,8,3,1,Fair,3,Mobile,Daily,Yes,
4679,Katherine James,33,Andorra,5,9,3,1,Too Expensive,3,Mobile,Weekly,No,
4680,Michael Nguyen,44,Mongolia,5,2,3,5,Fair,3,Desktop,Daily,No,
4681,Emily Phillips,47,Bolivia,2,9,5,5,Fair,2,Mobile,Daily,Yes,
4682,Eric Rocha,49,Japan,5,5,2,1,Cheap,4,Other,Weekly,Yes,
4683,Michael Jones,26,Taiwan,5,0,3,5,Fair,4,Mobile,Daily,No,Material agent write assume executive.
4684,David Davis,59,Malawi,1,10,3,1,Cheap,3,Mobile,Daily,Yes,
4685,James Guerrero,43,Hong Kong,2,7,4,2,Fair,2,Desktop,Weekly,Yes,
4686,Tammy Johnson,54,Korea,2,8,2,3,Fair,4,Mobile,Daily,Yes,
4687,Steven Gould,44,Indonesia,3,2,2,3,Fair,3,Mobile,Weekly,Yes,
4688,Anthony Patel,30,Liechtenstein,1,5,4,2,Cheap,5,Mobile,Weekly,Yes,Political oil we how can attention option.
4689,Carol Leach,36,Congo,3,6,3,2,Fair,1,Other,Daily,No,
4690,James Wright,28,Peru,3,3,3,4,Too Expensive,5,Mobile,Monthly,No,
4691,Michael Schneider,26,Niger,3,1,5,5,Fair,3,Desktop,Daily,No,
